t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper
2.179999,0.25,0,-0.6859584,0,0,-0.36547,0,0,0,0,-0.8523932,-0.2537324
2.199999,0.25,0,-0.6932988,0,0,-0.3669665,0,0,0,0,-0.8574554,-0.2531338
2.219999,0.25,0,-0.7006677,0,0,-0.3683619,0,0,0,0,-0.8625063,-0.2525757
2.239999,0.25,0,-0.7080639,0,0,-0.3696961,0,0,0,0,-0.8675462,-0.252042
2.259999,0.25,0,-0.7154866,0,0,-0.3709937,0,0,0,0,-0.8725755,-0.251523
2.279999,0.25,0,-0.7229353,0,0,-0.3722694,0,0,0,0,-0.8775945,-0.2510127
2.299999,0.25,0,-0.7304097,0,0,-0.3735324,0,0,0,0,-0.8826032,-0.2505075
2.319999,0.25,0,-0.7379095,0,0,-0.3747883,0,0,0,0,-0.8876017,-0.2500052
2.339999,0.25,0,-0.7454346,0,0,-0.3760406,0,0,0,0,-0.89259,-0.2495043
2.359999,0.25,0,-0.7529848,0,0,-0.3772912,0,0,0,0,-0.8975683,-0.249004
2.379999,0.25,0,-0.7605602,0,0,-0.3785413,0,0,0,0,-0.9025366,-0.248504
2.399999,0.25,0,-0.7681607,0,0,-0.3797913,0,0,0,0,-0.9074948,-0.248004
2.419999,0.25,0,-0.7757864,0,0,-0.3810413,0,0,0,0,-0.9124429,-0.247504
2.439999,0.25,0,-0.7834371,0,0,-0.3822911,0,0,0,0,-0.917381,-0.247004
2.459999,0.25,0,-0.7911128,0,0,-0.3835403,0,0,0,0,-0.9223092,-0.2465044
2.479999,0.25,0,-0.7988136,0,0,-0.3847881,0,0,0,0,-0.9272273,-0.2460052
2.499999,0.25,0,-0.8065392,0,0,-0.386034,0,0,0,0,-0.9321354,-0.2455069
2.519999,0.25,0,-0.8142897,0,0,-0.3872768,0,0,0,0,-0.9370336,-0.2450098
2.539999,0.25,0,-0.8220651,0,0,-0.3885157,0,0,0,0,-0.9419218,-0.2445142
2.559999,0.25,0,-0.829865,0,0,-0.3897497,0,0,0,0,-0.9468003,-0.2440206
2.579999,0.25,0,-0.8376896,0,0,-0.3909776,0,0,0,0,-0.9516689,-0.2435294
2.599999,0.25,0,-0.8455385,0,0,-0.3921981,0,0,0,0,-0.9565277,-0.2430412
2.619999,0.25,0,-0.8534117,0,0,-0.3934101,0,0,0,0,-0.9613768,-0.2425564
2.639999,0.25,0,-0.8613088,0,0,-0.3946122,0,0,0,0,-0.9662164,-0.2420756
2.659999,0.25,0,-0.8692297,0,0,-0.3958029,0,0,0,0,-0.9710464,-0.2415993
2.679999,0.25,0,-0.8771741,0,0,-0.3969809,0,0,0,0,-0.9758671,-0.2411281
2.699999,0.25,0,-0.8851417,0,0,-0.3981446,0,0,0,0,-0.9806784,-0.2406626
2.719999,0.25,0,-0.8931322,0,0,-0.3992926,0,0,0,0,-0.9854807,-0.2402034
2.739999,0.25,0,-0.9011452,0,0,-0.4004233,0,0,0,0,-0.9902738,-0.2397512
2.759999,0.25,0,-0.9091804,0,0,-0.4015349,0,0,0,0,-0.9950582,-0.2393065
2.779999,0.25,0,-0.9172373,0,0,-0.4026261,0,0,0,0,-0.9998338,-0.23887
2.799999,0.25,0,-0.9253156,0,0,-0.403695,0,0,0,0,-1.004601,-0.2384425
2.819999,0.25,0,-0.9334146,0,0,-0.4047399,0,0,0,0,-1.00936,-0.2380245
2.839999,0.25,0,-0.9415339,0,0,-0.4057592,0,0,0,0,-1.014111,-0.2376168
2.859999,0.25,0,-0.949673,0,0,-0.4067512,0,0,0,0,-1.018853,-0.23722
2.879999,0.25,0,-0.957831,0,0,-0.4077139,0,0,0,0,-1.023589,-0.2368349
2.899999,0.25,0,-0.9660077,0,0,-0.4086459,0,0,0,0,-1.028316,-0.2364621
2.919999,0.25,0,-0.9742022,0,0,-0.4095452,0,0,0,0,-1.033037,-0.2361024
2.939999,0.25,0,-0.9824138,0,0,-0.4104101,0,0,0,0,-1.037751,-0.2357564
2.959999,0.25,0,-0.9906419,0,0,-0.4112391,0,0,0,0,-1.042458,-0.2354248
2.979999,0.25,0,-0.9988856,0,0,-0.4120304,0,0,0,0,-1.047159,-0.2351083
2.999999,0.25,0,-1.007144,0,0,-0.4127822,0,0,0,0,-1.051854,-0.2348076
3.019999,0.25,0,-1.015417,0,0,-0.413493,0,0,0,0,-1.056543,-0.2345232
3.039999,0.25,0,-1.023703,0,0,-0.4141613,0,0,0,0,-1.061227,-0.2342559
3.059999,0.25,0,-1.032001,0,0,-0.4147855,0,0,0,0,-1.065906,-0.2340063
3.079999,0.25,0,-1.04031,0,0,-0.4153641,0,0,0,0,-1.070581,-0.2337748
3.099999,0.25,0,-1.04863,0,0,-0.4158958,0,0,0,0,-1.075251,-0.2335621
3.119999,0.25,0,-1.056959,0,0,-0.4163793,0,0,0,0,-1.079918,-0.2333687
3.139999,0.25,0,-1.065297,0,0,-0.4168133,0,0,0,0,-1.084581,-0.2331951
3.159999,0.25,0,-1.073642,0,0,-0.4171967,0,0,0,0,-1.089242,-0.2330417
3.179999,0.25,0,-1.081994,0,0,-0.4175285,0,0,0,0,-1.093899,-0.232909
3.199999,0.25,0,-1.090351,0,0,-0.4178078,0,0,0,0,-1.098555,-0.2327973
3.219999,0.25,0,-1.098713,0,0,-0.4180336,0,0,0,0,-1.103209,-0.232707
3.239999,0.25,0,-1.107077,0,0,-0.4182054,0,0,0,0,-1.107861,-0.2326383
3.259999,0.25,0,-1.115444,0,0,-0.4183225,0,0,0,0,-1.112513,-0.2325914
3.279999,0.25,0,-1.123811,0,0,-0.4183846,0,0,0,0,-1.117164,-0.2325666
3.299999,0.25,0,-1.132179,0,0,-0.4183912,0,0,0,0,-1.121816,-0.2325639
3.319999,0.25,0,-1.140545,0,0,-0.4183422,0,0,0,0,-1.126468,-0.2325836
3.339999,0.25,0,-1.148909,0,0,-0.4182376,0,0,0,0,-1.131121,-0.2326254
3.359999,0.25,0,-1.15727,0,0,-0.4180773,0,0,0,0,-1.135775,-0.2326895
